,summary_stats,mean_std,percentiles,pca,flatten
summary_stats,1.0,0.37744121403728387,0.6483365730962265,0.6257187839697607,0.5184858107110973
mean_std,0.37744121403728387,1.0,0.5224202129435845,0.3003393881967093,0.30450586688883924
percentiles,0.6483365730962265,0.5224202129435845,1.0,0.5744616182938325,0.545568479121997
pca,0.6257187839697607,0.3003393881967093,0.5744616182938325,1.0,0.4512675551686466
flatten,0.5184858107110973,0.30450586688883924,0.545568479121997,0.4512675551686466,1.0
