,summary_stats,mean_std,percentiles,pca,flatten
summary_stats,1.0,0.8357041152657884,0.4432316150768726,0.7329606133463917,0.3293698719487684
mean_std,0.8357041152657884,1.0,0.4840605330715499,0.8272289945110047,0.3869652515007267
percentiles,0.4432316150768726,0.4840605330715499,1.0,0.4400768320306763,0.7833795703590862
pca,0.7329606133463917,0.8272289945110047,0.4400768320306763,1.0,0.22361456404235103
flatten,0.3293698719487684,0.3869652515007267,0.7833795703590862,0.22361456404235103,1.0
