,summary_stats,mean_std,percentiles,pca,flatten
summary_stats,1.0,0.4270985762652948,0.6541837731089499,0.6084094011990865,0.4827103891745554
mean_std,0.4270985762652948,1.0,0.6532431282756102,0.37727538482074024,0.3904127545144029
percentiles,0.6541837731089499,0.6532431282756102,1.0,0.5666929455731092,0.48795536753037894
pca,0.6084094011990865,0.37727538482074024,0.5666929455731092,1.0,0.4925618764169172
flatten,0.4827103891745554,0.3904127545144029,0.48795536753037894,0.4925618764169172,1.0
